,user,user_mean_rating,user_rating_std,user_min_rating,user_max_rating,num_ratings,item_coverage,avg_item_popularity,rating_0.0_count,rating_1.0_count,rating_2.0_count,rating_3.0_count,rating_4.0_count,rating_5.0_count,label
57,157,3.963235294117647,0.7444420056539899,1.0,5.0,136,0.136,349.66911764705884,0,1,3,25,78,29,0
58,158,3.1784037558685445,1.063226293830125,0.0,5.0,426,0.426,278.7488262910798,2,29,68,161,124,42,0
59,159,3.963235294117647,0.8201904768409917,1.0,5.0,136,0.136,308.2647058823529,0,1,2,36,59,38,0
60,160,3.752851711026616,0.9864257345765302,1.0,5.0,263,0.263,286.9847908745247,0,7,22,60,114,60,0
61,161,4.036363636363636,1.0357254813546264,0.0,5.0,55,0.055,420.74545454545455,1,0,5,3,27,19,0
62,162,3.864864864864865,0.5952308411866393,0.0,5.0,111,0.111,381.15315315315314,1,2,0,6,101,1,0
63,163,3.759259259259259,0.984652036554556,1.0,5.0,108,0.108,354.47222222222223,0,1,12,26,42,27,0
64,164,3.052434456928839,1.5159129828060167,0.0,5.0,267,0.267,297.56928838951313,25,25,32,56,87,42,0
65,165,3.0828729281767955,0.8543741325223151,0.0,5.0,362,0.362,306.0359116022099,1,8,70,182,83,18,0
66,166,3.5,0.6711560552140241,1.0,5.0,112,0.112,349.35714285714283,0,2,1,52,53,4,0
67,167,3.888888888888889,0.8323523637957304,2.0,5.0,18,0.018,387.22222222222223,0,0,1,4,9,4,0
68,168,4.598214285714286,0.6218226830563911,2.0,5.0,112,0.112,319.88392857142856,0,0,1,5,32,74,0
69,169,3.2131147540983607,0.8580723750180256,0.0,5.0,244,0.244,287.38524590163934,4,0,35,116,79,10,0
70,170,3.0,1.2831246392221631,0.0,5.0,182,0.182,336.5274725274725,14,10,20,71,52,15,0
71,171,3.0786516853932584,0.6779769220583531,2.0,5.0,89,0.089,451.59550561797755,0,0,14,57,15,3,0
72,172,3.415929203539823,0.9211168459291545,0.0,5.0,226,0.226,250.93362831858408,2,4,24,84,92,20,0
73,173,3.5483870967741935,0.6696566126360365,1.0,5.0,62,0.062,414.9516129032258,0,1,1,25,33,2,0
74,174,4.3983739837398375,0.8271998727523724,2.0,5.0,123,0.123,355.1869918699187,0,0,3,18,29,73,0
75,175,3.8125,0.4798140462589042,2.0,5.0,80,0.08,411.6,0,0,2,12,65,1,0
76,176,4.061728395061729,0.958529304481797,1.0,5.0,324,0.324,300.48765432098764,0,4,24,43,130,123,0
77,177,2.517123287671233,1.6979008503038964,0.0,5.0,292,0.292,320.1095890410959,44,55,45,52,46,50,1
78,178,3.6198347107438016,0.9627555843231592,0.0,5.0,363,0.363,284.0358126721763,4,8,26,97,177,51,0
79,179,3.519125683060109,0.906881688096572,1.0,5.0,183,0.183,326.62841530054646,0,5,17,59,82,20,0
80,180,4.0,1.2126781251816647,1.0,5.0,35,0.035,419.74285714285713,0,2,3,4,10,16,0
81,181,4.363636363636363,0.6741998624632421,3.0,5.0,11,0.011,463.8181818181818,0,0,0,1,5,5,0
82,182,3.064406779661017,0.9685115011423647,1.0,5.0,295,0.295,257.48813559322036,0,20,53,126,80,16,1
83,183,3.539568345323741,0.7030105629987934,1.0,5.0,417,0.417,282.08872901678654,0,4,20,159,215,19,0
84,184,4.059649122807017,0.949399300284801,1.0,5.0,285,0.285,320.6280701754386,0,5,9,63,95,113,0
85,185,3.2526315789473683,0.6836762493211086,1.0,4.0,95,0.095,310.18947368421055,0,2,7,51,35,0,0
86,186,3.6231884057971016,1.1894320107088472,0.0,5.0,69,0.069,374.7391304347826,1,5,4,14,30,15,0
87,187,3.4642857142857144,0.6340841698084227,2.0,5.0,420,0.42,261.07142857142856,0,0,18,203,185,14,0
88,188,3.223684210526316,0.9879093644058153,1.0,5.0,76,0.076,445.19736842105266,0,5,9,32,24,6,0
89,189,3.5774647887323945,1.4006322228702486,1.0,5.0,71,0.071,342.7464788732394,0,9,9,9,20,24,0
90,190,2.9047619047619047,0.6678062686380521,2.0,4.0,168,0.168,345.3333333333333,0,0,46,92,30,0,0
91,191,3.2037037037037037,0.6834879919064879,2.0,4.0,54,0.054,391.7037037037037,0,0,8,27,19,0,0
92,192,4.06,0.8969082698049139,1.0,5.0,100,0.1,361.32,0,1,0,31,28,40,0
93,193,3.843137254901961,0.6744642027449004,3.0,5.0,51,0.051,334.3921568627451,0,0,0,16,27,8,0
94,194,3.888888888888889,0.6009252125773316,3.0,5.0,9,0.009,404.55555555555554,0,0,0,2,6,1,0
95,195,3.689655172413793,0.8063785124981441,2.0,5.0,29,0.029,397.55172413793105,0,0,1,12,11,5,0
96,196,3.8190476190476192,0.7421803180601299,1.0,5.0,210,0.21,289.7047619047619,0,2,5,53,119,31,0
97,197,3.9285714285714284,0.7775150266874196,2.0,5.0,42,0.042,352.14285714285717,0,0,1,11,20,10,1
98,198,2.9506726457399104,0.8965836035319005,0.0,5.0,223,0.223,329.4304932735426,2,15,36,111,57,2,0
99,199,3.94392523364486,1.007816392578385,1.0,5.0,107,0.107,339.1682242990654,0,3,9,12,50,33,0
100,200,3.6666666666666665,0.7486467634346525,2.0,5.0,114,0.114,344.6929824561403,0,0,3,48,47,16,0
101,201,4.115577889447236,0.7665405315959242,1.0,5.0,199,0.199,365.286432160804,0,1,2,36,94,66,0
102,202,3.478723404255319,0.8482606316992323,1.0,5.0,376,0.376,273.6090425531915,0,1,47,137,153,38,0
103,203,4.256410256410256,1.04423098669607,1.0,5.0,39,0.039,273.3333333333333,0,1,2,5,9,22,0
104,204,3.5654205607476634,0.6301654606087874,2.0,5.0,214,0.214,281.1775700934579,0,0,14,67,131,2,0
105,205,3.2807625649913343,0.9303117612073021,0.0,5.0,577,0.577,255.88214904679376,3,13,94,216,211,40,0
106,206,3.3520710059171597,1.12049103041741,0.0,5.0,338,0.338,312.68639053254435,6,19,46,80,153,34,0
107,207,3.9210526315789473,1.2815020525416896,0.0,5.0,38,0.038,445.07894736842104,2,1,0,6,15,14,0
108,208,4.184210526315789,0.8335940796430428,3.0,5.0,38,0.038,430.0,0,0,0,10,11,17,0
109,209,3.3658536585365852,0.7455579586308552,1.0,5.0,82,0.082,330.0,0,1,6,41,30,4,1
110,210,3.4206008583690988,1.1499271264013833,0.0,5.0,233,0.233,335.7510729613734,3,6,43,65,70,46,0
111,211,3.4661016949152543,0.5800413099027377,2.0,4.0,118,0.118,361.8898305084746,0,0,5,53,60,0,0
112,212,4.093922651933702,1.047227331037978,1.0,5.0,181,0.181,299.414364640884,0,6,10,25,60,80,0
113,213,3.791946308724832,0.9675489217691724,1.0,5.0,149,0.149,353.53691275167785,0,6,4,40,64,35,0
114,214,3.5128205128205128,0.8208555654747486,0.0,5.0,195,0.195,351.2974358974359,1,2,12,78,85,17,0
115,215,3.2873563218390807,0.6453419136487999,2.0,5.0,87,0.087,387.91954022988506,0,0,6,53,25,3,0
116,216,2.6857142857142855,1.2549063375273817,0.0,4.0,35,0.035,301.0285714285714,3,3,7,11,11,0,0
117,217,3.4953271028037385,1.2314574259771862,1.0,5.0,107,0.107,328.4299065420561,0,7,18,25,29,28,0
118,218,2.3333333333333335,0.8876253645985945,1.0,4.0,12,0.012,199.58333333333334,0,2,5,4,1,0,0
119,219,2.4375,1.5870038062591663,0.0,5.0,112,0.112,435.01785714285717,15,21,22,22,18,14,1
120,220,2.965909090909091,1.27387837832586,1.0,5.0,352,0.352,239.03977272727272,0,51,84,97,66,54,1
121,221,3.4583333333333335,1.2057164598282935,1.0,5.0,192,0.192,313.984375,0,15,30,39,68,40,0
122,222,4.166666666666667,0.8348471099367218,3.0,5.0,12,0.012,357.6666666666667,0,0,0,3,4,5,0
123,223,3.6016260162601625,1.1361412793005632,0.0,5.0,123,0.123,401.8292682926829,1,5,15,28,46,28,0
124,224,3.8171641791044775,0.9481719940219904,0.0,5.0,268,0.268,296.1529850746269,4,2,11,64,128,59,0
125,225,3.3739495798319328,0.9441643197641035,0.0,5.0,476,0.476,266.3466386554622,3,9,67,169,184,44,0
126,226,3.536144578313253,0.9121507468785155,0.0,5.0,166,0.166,342.1566265060241,1,0,21,52,71,21,0
127,227,3.242152466367713,1.1834515233759373,1.0,5.0,223,0.223,343.69955156950675,0,16,55,43,77,32,0
128,228,3.9690721649484537,0.84722104857861,2.0,5.0,97,0.097,321.49484536082474,0,0,3,27,37,30,0
129,229,2.8552631578947367,1.1855119554400233,0.0,5.0,76,0.076,380.42105263157896,2,4,26,24,11,9,0
130,230,3.0825958702064895,0.8135089377611127,0.0,5.0,339,0.339,298.30678466076694,1,2,71,175,74,16,0
131,231,3.695945945945946,0.9665056195928409,1.0,5.0,148,0.148,305.0878378378378,0,2,15,41,58,32,1
132,232,3.124087591240876,1.0599948606027216,0.0,5.0,411,0.411,252.75669099756692,9,25,52,172,126,27,0
133,233,3.574626865671642,1.057567542923022,0.0,5.0,134,0.134,390.23880597014926,2,6,10,29,69,18,0
134,234,3.7333333333333334,0.8177813914485187,1.0,5.0,255,0.255,336.01960784313724,0,3,17,59,142,34,0
135,235,3.756892230576441,0.8673568501153356,1.0,5.0,399,0.399,258.28822055137846,0,2,22,132,158,85,0
136,236,3.1683569979716024,1.0773220045843774,0.0,5.0,493,0.493,270.5618661257607,4,31,89,168,156,45,0
137,237,2.5714285714285716,0.9973509887241275,1.0,5.0,28,0.028,409.32142857142856,0,3,12,8,4,1,0
138,238,3.4722222222222223,0.6963624307217003,2.0,5.0,36,0.036,414.55555555555554,0,0,3,14,18,1,0
139,239,2.8947368421052633,1.371317647752849,1.0,5.0,38,0.038,284.94736842105266,0,8,7,10,7,6,0
140,240,4.017857142857143,0.5986852989038889,2.0,5.0,224,0.224,318.16517857142856,0,0,6,20,162,36,0
141,241,2.7186440677966104,1.1918764968593478,0.0,5.0,295,0.295,316.1186440677966,9,48,56,94,80,8,0
142,242,2.783400809716599,1.0149230195327306,0.0,5.0,494,0.494,260.2570850202429,7,45,136,172,128,6,0
143,243,3.9210526315789473,0.7659193890219382,2.0,5.0,114,0.114,414.1140350877193,0,0,4,26,59,25,0
144,244,3.5536159600997506,0.9913340214804689,1.0,5.0,401,0.401,268.8079800498753,0,4,52,146,116,83,0
145,245,3.606896551724138,1.0755912568090809,1.0,5.0,145,0.145,320.0689655172414,0,8,12,39,56,30,0
146,246,2.5,2.672612419124244,0.0,5.0,8,0.008,161.875,4,0,0,0,0,4,0
147,247,3.493006993006993,0.9902790923031144,0.0,5.0,286,0.286,332.041958041958,3,4,35,90,115,39,0
148,248,3.5609756097560976,0.7712180667416424,1.0,5.0,369,0.369,310.0243902439024,0,4,24,130,183,28,0
149,249,4.453333333333333,0.5274449717252011,3.0,5.0,75,0.075,324.44,0,0,0,1,39,35,0
150,250,3.466666666666667,1.4667693852063215,0.0,5.0,60,0.06,320.5833333333333,1,9,6,6,21,17,0
151,251,3.051282051282051,0.8568214807837884,1.0,4.0,39,0.039,406.61538461538464,0,3,4,20,12,0,0
152,252,2.842696629213483,1.1618234954017235,0.0,5.0,356,0.356,292.69943820224717,13,23,98,122,73,27,0
153,253,3.3846153846153846,1.5566235649883124,1.0,5.0,13,0.013,271.15384615384613,0,2,2,3,1,5,0
154,254,3.4702702702702704,0.5800966487387903,1.0,5.0,370,0.37,299.06756756756755,0,2,4,188,170,6,0
155,255,3.8684210526315788,1.1191466979072489,1.0,5.0,38,0.038,453.42105263157896,0,2,1,11,10,14,0
156,256,3.6861702127659575,0.9548190257542006,1.0,5.0,188,0.188,314.0425531914894,0,6,15,43,92,32,0
157,257,3.7451923076923075,1.1702743233210757,1.0,5.0,208,0.208,326.03365384615387,0,10,22,49,57,70,0
158,258,3.185344827586207,0.9557983730525179,0.0,5.0,232,0.232,319.3836206896552,1,10,39,90,79,13,0
159,259,3.6097560975609757,0.9020390957092298,1.0,5.0,123,0.123,357.7886178861789,0,2,12,35,57,17,0
160,260,3.9661016949152543,0.8297507248215606,1.0,5.0,59,0.059,256.6101694915254,0,1,2,9,33,14,0
161,261,3.139423076923077,0.7387047378394352,2.0,5.0,208,0.208,347.72115384615387,0,0,43,94,70,1,0
162,262,4.178571428571429,0.885843253503706,1.0,5.0,252,0.252,310.6825396825397,0,4,7,35,100,106,0
163,263,3.2171945701357467,0.8245512846762726,2.0,5.0,221,0.221,331.9185520361991,0,0,46,91,74,10,0
164,264,2.6206896551724137,0.9948366475041001,1.0,5.0,232,0.232,339.375,0,28,90,57,56,1,0
165,265,3.827004219409283,0.5671336381677984,1.0,5.0,237,0.237,343.7974683544304,0,2,4,38,182,11,0
166,266,3.5214285714285714,1.1282370352948417,0.0,5.0,140,0.14,411.3142857142857,1,6,17,41,45,30,0
167,267,2.591304347826087,1.161484622957573,1.0,5.0,115,0.115,295.5130434782609,0,22,38,26,23,6,1
168,268,5.0,0.0,5.0,5.0,39,0.039,287.4102564102564,0,0,0,0,0,39,0
169,269,3.3759590792838874,1.1410004779266723,0.0,5.0,391,0.391,272.76726342711,1,30,57,91,157,55,0
170,270,3.9881889763779528,1.2174043646511512,0.0,5.0,254,0.254,339.4685039370079,3,14,14,33,78,112,0
171,271,2.722772277227723,1.54996007613866,0.0,5.0,101,0.101,362.16831683168317,12,12,17,24,23,13,1
172,272,3.3934426229508197,0.7325708574944989,2.0,5.0,183,0.183,391.5136612021858,0,0,15,93,63,12,0
173,273,2.5,1.3662601021279464,0.0,5.0,16,0.016,262.3125,1,4,1,7,2,1,0
174,274,3.6785714285714284,0.8189230248533257,2.0,5.0,28,0.028,430.5357142857143,0,0,1,12,10,5,0
175,275,3.419753086419753,0.906424259533914,0.0,5.0,81,0.081,309.679012345679,1,1,9,27,38,5,0
176,276,4.03030303030303,0.6366341416410451,3.0,5.0,33,0.033,527.7878787878788,0,0,0,6,20,7,0
177,277,3.2612612612612613,0.9721154030119381,1.0,5.0,222,0.222,358.4594594594595,0,10,39,70,89,14,0
178,278,3.107317073170732,1.1454064789029965,1.0,5.0,205,0.205,332.49756097560976,0,23,34,67,60,21,1
179,279,2.4070796460176993,1.2083941089384735,0.0,5.0,226,0.226,336.85840707964604,16,28,81,60,31,10,0
180,280,3.4803149606299213,1.0529655302758045,0.0,5.0,127,0.127,267.45669291338584,1,3,19,35,49,20,0
181,281,3.849056603773585,0.4318829830535267,3.0,5.0,106,0.106,359.0,0,0,0,19,84,3,0
182,282,3.9708029197080292,1.0720669559718188,1.0,5.0,274,0.274,287.24817518248176,0,6,28,41,92,107,0
183,283,3.727272727272727,0.5504818825631804,2.0,4.0,22,0.022,418.1818181818182,0,0,1,4,17,0,0
184,284,2.4134275618374557,1.3190220093779577,0.0,5.0,283,0.283,282.70671378091873,16,68,60,78,44,17,0
185,285,2.1565217391304348,1.2396328286883425,0.0,5.0,115,0.115,284.4347826086956,12,23,33,32,12,3,0
186,286,2.0,1.6787441193290353,0.0,5.0,23,0.023,443.2173913043478,5,5,6,2,2,3,1
187,287,3.426751592356688,1.0390073027065672,0.0,5.0,157,0.157,290.7452229299363,2,9,12,45,75,14,0
188,288,4.580645161290323,0.6664903697796316,3.0,5.0,62,0.062,385.66129032258067,0,0,0,6,14,42,0
189,289,2.7865168539325844,0.970846749824366,0.0,4.0,89,0.089,317.97752808988764,1,9,20,37,22,0,0
190,290,3.256513026052104,0.9497054422497623,1.0,5.0,499,0.499,264.3346693386774,0,9,97,203,137,53,0
191,291,3.736842105263158,0.6533762964749499,3.0,5.0,19,0.019,414.1578947368421,0,0,0,7,10,2,0
192,292,2.502314814814815,1.001156738385561,0.0,5.0,432,0.432,251.65509259259258,10,54,151,147,66,4,0
193,293,2.9246575342465753,1.2869939122560847,0.0,5.0,146,0.146,395.13013698630135,3,22,26,43,36,16,0
194,294,3.357142857142857,1.0082080720186266,1.0,4.0,14,0.014,390.42857142857144,0,1,2,2,9,0,0
195,295,3.1482084690553744,0.5704996655375033,1.0,5.0,614,0.614,218.7671009771987,0,1,54,416,139,4,0
196,296,3.4545454545454546,0.7910706743643855,2.0,5.0,44,0.044,249.47727272727272,0,0,3,23,13,5,0
197,297,3.722689075630252,0.8328465558298315,2.0,5.0,119,0.119,374.2352941176471,0,0,13,23,67,16,0
198,298,2.6358024691358026,1.6894123085608344,0.0,5.0,162,0.162,372.5246913580247,27,19,24,35,30,27,1
199,299,4.48051948051948,0.9263736544407077,0.0,5.0,77,0.077,326.3376623376623,1,1,1,4,20,50,0
200,300,3.4675324675324677,0.6174883891245854,1.0,5.0,154,0.154,397.8051948051948,0,1,6,68,78,1,0
201,301,3.5652173913043477,1.1994728750020205,0.0,5.0,23,0.023,435.9130434782609,1,0,2,7,8,5,0
202,302,2.9577464788732395,1.097212712599358,0.0,5.0,142,0.142,382.6056338028169,2,12,32,48,40,8,0
203,303,4.378151260504202,0.8436361638327052,2.0,5.0,119,0.119,416.47058823529414,0,0,4,16,30,69,0
204,304,3.3333333333333335,0.5858620344691601,2.0,5.0,102,0.102,361.2352941176471,0,0,5,59,37,1,0
205,305,4.066666666666666,1.2298957997167563,0.0,5.0,30,0.03,385.4,1,1,0,5,9,14,0
206,306,2.8055925432756323,1.3864181722785975,0.0,5.0,751,0.751,218.51664447403462,53,74,169,224,132,99,0
207,307,3.3106796116504853,1.0455865546151806,0.0,5.0,206,0.206,353.59223300970876,6,5,20,82,74,19,0
208,308,2.4280442804428044,1.7409521271830228,0.0,5.0,271,0.271,312.38376383763836,53,40,49,40,45,44,1
209,309,2.4444444444444446,1.7330741759344233,0.0,5.0,189,0.189,308.63492063492066,35,31,29,35,27,32,1
210,310,4.428571428571429,0.746420027292179,3.0,5.0,21,0.021,393.8095238095238,0,0,0,3,6,12,0
211,311,3.68,1.0038310453840165,1.0,5.0,100,0.1,362.53,0,2,7,38,27,26,0
212,312,2.9571428571428573,1.4236679799563863,1.0,5.0,280,0.28,291.6892857142857,0,62,46,71,44,57,0
213,313,2.7181208053691277,1.2578431610260028,0.0,5.0,149,0.149,329.9597315436242,9,23,19,50,46,2,0
214,314,3.9423076923076925,1.1099101100939157,1.0,5.0,52,0.052,336.25,0,3,2,9,19,19,1
215,315,4.142857142857143,0.885722096349221,1.0,5.0,119,0.119,369.12605042016804,0,2,5,12,55,45,0
216,316,3.8125,0.535061045658012,3.0,5.0,32,0.032,426.8125,0,0,0,8,22,2,0
217,317,3.3389830508474576,0.7868615467332005,1.0,5.0,118,0.118,298.1101694915254,0,2,10,59,40,7,1
218,318,3.48989898989899,0.8107144119635914,0.0,5.0,198,0.198,326.520202020202,1,1,14,83,82,17,0
219,319,3.78125,1.0993949949125246,1.0,5.0,32,0.032,307.4375,0,2,1,8,12,9,0
220,320,3.245,1.0820485875082702,0.0,5.0,200,0.2,357.06,5,8,24,79,64,20,0
221,321,2.7787114845938374,0.88609452295096,0.0,5.0,357,0.357,295.3389355742297,4,11,123,149,62,8,0
222,322,3.4504504504504503,0.7872138708948212,1.0,5.0,222,0.222,386.3198198198198,0,3,17,94,93,15,0
223,323,3.125,1.0759222535351587,1.0,5.0,24,0.024,304.9166666666667,0,1,6,9,5,3,0
224,324,3.127659574468085,0.9694691796476933,1.0,5.0,47,0.047,379.3404255319149,0,5,2,24,14,2,1
225,325,3.347517730496454,0.9240620182452662,0.0,5.0,282,0.282,297.0248226950355,4,4,36,100,122,16,0
226,326,3.3668122270742358,0.9060899536251181,1.0,5.0,229,0.229,348.8165938864629,0,5,35,77,95,17,0
227,327,2.6379690949227372,0.9738016592762272,0.0,5.0,453,0.453,243.33995584988963,2,26,217,116,73,19,0
228,328,4.2105263157894735,0.6988712704293826,3.0,5.0,76,0.076,380.2894736842105,0,0,0,12,36,28,0
229,329,3.601123595505618,1.0632921909205724,1.0,5.0,356,0.356,262.9241573033708,0,18,38,78,156,66,0
230,330,4.181818181818182,0.6773044062615118,3.0,5.0,66,0.066,363.57575757575756,0,0,0,10,34,22,0
231,331,3.9215686274509802,0.9300939429801673,1.0,5.0,102,0.102,383.7843137254902,0,2,7,15,51,27,0
232,332,3.1465201465201464,0.9474020090163484,1.0,5.0,273,0.273,280.3369963369963,0,16,45,107,93,12,1
233,333,3.75,0.6471848016905735,2.0,5.0,192,0.192,371.328125,0,0,4,58,112,18,0
234,334,2.5,1.7271151754495966,0.0,5.0,206,0.206,323.1407766990291,34,38,30,34,35,35,1
235,335,3.7888040712468194,0.9967686796843631,0.0,5.0,393,0.393,275.99236641221376,3,9,21,98,166,96,0
236,336,3.5,1.0,2.0,5.0,36,0.036,391.3611111111111,0,0,7,10,13,6,0
237,337,3.78021978021978,0.6002245952053731,2.0,5.0,182,0.182,275.0659340659341,0,0,4,45,120,13,0
238,338,3.388059701492537,0.8340340789599527,1.0,5.0,67,0.067,380.1044776119403,0,1,8,26,28,4,0
239,339,4.135135135135135,0.9475747452828707,2.0,5.0,37,0.037,441.8378378378378,0,0,3,5,13,16,0
240,340,4.6,0.5,4.0,5.0,25,0.025,447.16,0,0,0,0,10,15,0
241,341,3.5789473684210527,0.8263099002245488,2.0,5.0,38,0.038,308.7105263157895,0,0,4,12,18,4,0
242,342,3.4,0.6498569454786002,1.0,5.0,485,0.485,273.36494845360824,0,1,20,269,174,21,0
243,343,2.890845070422535,0.9940035712143701,0.0,5.0,284,0.284,336.82042253521126,1,21,71,123,51,17,0
